Year,Week,NO1,NO2,NO3,NO4,NO5,NORGE,VASS1,VASS2,VASS3
2013,1,"0,617638111114502","0,773670434951782","0,585852801799774","0,678980588912964","0,605664610862732","0,688284039497376","0,682408154010773","0,73977530002594","0,652097523212433"
2013,2,"0,5677330493927","0,746005296707153","0,55158668756485","0,655778408050537","0,568768799304962","0,657629013061524","0,645608484745026","0,713176608085632","0,626176953315735"
2013,3,"0,512160420417786","0,710703670978546","0,511155545711517","0,628988862037659","0,523634076118469","0,620446860790253","0,603812336921692","0,674745500087738","0,596222579479218"
2013,4,"0,458983987569809","0,674923717975616","0,470095962285996","0,604646623134613","0,481485366821289","0,584358215332031","0,561269581317902","0,639677286148071","0,567877769470215"
2013,5,"0,414812505245209","0,64872133731842","0,444143533706665","0,583667516708374","0,451264530420303","0,557364165782928","0,527698040008545","0,61706292629242","0,54591965675354"
2013,6,"0,364625781774521","0,617746591567993","0,409507751464844","0,562438905239105","0,41304737329483","0,525540232658386","0,488684445619583","0,587422370910644","0,521826922893524"
2013,7,"0,317887187004089","0,584915101528168","0,371571242809296","0,539170980453491","0,371093899011612","0,491657853126526","0,448366701602936","0,555097579956055","0,495203971862793"
2013,8,"0,27800127863884","0,552708327770233","0,335924386978149","0,515475869178772","0,332654058933258","0,459327578544617","0,410227805376053","0,524589896202087","0,469069838523865"
2013,9,"0,237385228276253","0,52280980348587","0,308985441923142","0,501684784889221","0,300949156284332","0,432407468557358","0,373725652694702","0,500369966030121","0,452632963657379"
2013,10,"0,205220565199852","0,49475035071373","0,280995875597","0,482507795095444","0,269260436296463","0,405427783727646","0,340595126152039","0,47601255774498","0,431622475385666"
2013,11,"0,169544577598572","0,461956590414047","0,245137676596642","0,459476113319397","0,231297105550766","0,373385399580002","0,302819132804871","0,446255773305893","0,40528005361557"
2013,12,"0,140979319810867","0,428353428840637","0,212087363004684","0,433486700057983","0,198890432715416","0,342214494943619","0,268107295036316","0,416993945837021","0,37720388174057"
2013,13,"0,119258172810078","0,395599007606506","0,187090694904327","0,410750895738602","0,175743952393532","0,315278053283691","0,238861888647079","0,38957542181015","0,353762239217758"
2013,14,"0,100085705518723","0,363119333982468","0,157961085438728","0,38908651471138","0,151738107204437","0,288297891616821","0,211206376552582","0,360636532306671","0,329358637332916"
2013,15,"0,084335520863533","0,332023471593857","0,134952858090401","0,364937871694565","0,125961527228355","0,261756896972656","0,185846090316772","0,329640686511993","0,305050760507584"
2013,16,"0,103400014340878","0,338233411312103","0,145601078867912","0,350628823041916","0,130352422595024","0,264088004827499","0,191772237420082","0,340446591377258","0,295335501432419"
2013,17,"0,117040701210499","0,328758656978607","0,14770533144474","0,340012520551682","0,124434769153595","0,257783204317093","0,186811417341232","0,332831770181656","0,288356631994247"
2013,18,"0,122291058301926","0,316463679075241","0,141403704881668","0,329526215791702","0,116876870393753","0,248662054538727","0,179763913154602","0,32039350271225","0,279303669929504"
2013,19,"0,231012970209122","0,35124883055687","0,20009446144104","0,32915598154068","0,143590077757835","0,28095155954361","0,228451535105705","0,348586827516556","0,293204039335251"
2013,20,"0,420897871255875","0,425607919692993","0,309137642383575","0,353900223970413","0,195209875702858","0,350349009037018","0,334028303623199","0,38604211807251","0,341615676879883"
2013,21,"0,681803047657013","0,504930734634399","0,443992704153061","0,438943445682526","0,2930688560009","0,452651113271713","0,467654347419739","0,44222617149353","0,441536039113998"
2013,22,"0,772551357746124","0,572096168994904","0,533529043197632","0,5091552734375","0,401224434375763","0,532641530036926","0,564047694206238","0,503109335899353","0,515967309474945"
2013,23,"0,805106699466705","0,600699603557587","0,598026752471924","0,560459852218628","0,449655532836914","0,574387609958649","0,605434060096741","0,528004169464111","0,572603225708008"
2013,24,"0,805393755435944","0,63254052400589","0,6517134308815","0,584315061569214","0,500363230705261","0,608150362968445","0,638801515102386","0,563799798488617","0,60515546798706"
2013,25,"0,836971342563629","0,66255247592926","0,691252648830414","0,61205667257309","0,557725191116333","0,644257485866547","0,677518904209137","0,600909948348999","0,636883795261383"
2013,26,"0,890182971954346","0,69984757900238","0,730015516281128","0,642253518104553","0,617638885974884","0,685648024082184","0,72799026966095","0,639150440692902","0,668881237506866"
2013,27,"0,886609733104706","0,715416133403778","0,744879603385925","0,661503195762634","0,660616934299469","0,706252813339234","0,745717167854309","0,668473958969116","0,685872435569763"
2013,28,"0,864953219890594","0,720853805541992","0,757850706577301","0,68587476015091","0,680898725986481","0,718031942844391","0,747080564498901","0,684942483901978","0,707546889781952"
2013,29,"0,850835084915161","0,724288284778595","0,787646770477295","0,705341100692749","0,714662909507751","0,732802331447601","0,745749890804291","0,717463970184326","0,72861260175705"
2013,30,"0,840290665626526","0,716739177703858","0,789069831371307","0,71100652217865","0,722115457057953","0,732030928134918","0,736124098300934","0,724306344985962","0,733171880245209"
2013,31,"0,843104839324951","0,713082611560822","0,808901190757751","0,721729636192322","0,743551909923554","0,73958283662796","0,733996570110321","0,741198778152466","0,745658814907074"
2013,32,"0,856691122055054","0,739136576652527","0,811894774436951","0,725990772247314","0,77115523815155","0,757711231708526","0,757470428943634","0,768321812152862","0,748959362506866"
2013,33,"0,8809574842453","0,751144886016846","0,837135195732117","0,722009897232056","0,784197151660919","0,768304646015167","0,770748615264892","0,781926810741424","0,753393471240997"
2013,34,"0,885744869709015","0,761844754219055","0,839479684829712","0,727845728397369","0,802674114704132","0,778211653232574","0,780706524848938","0,800016462802887","0,756235361099243"
2013,35,"0,8702192902565","0,752708613872528","0,82352489233017","0,733869194984436","0,795465350151062","0,771925389766693","0,770631849765778","0,791201770305634","0,757168769836426"
2013,36,"0,860648095607758","0,752088904380798","0,814206779003143","0,731415271759033","0,801046073436737","0,770664393901825","0,766977369785309","0,79712563753128","0,752959132194519"
2013,37,"0,852257311344147","0,748832404613495","0,794161558151245","0,722991228103638","0,795903146266937","0,763813555240631","0,763159215450287","0,790965914726257","0,741468667984009"
2013,38,"0,898890197277069","0,763884603977204","0,780946552753448","0,730244159698486","0,813103318214416","0,77685958147049","0,789057970046997","0,797408282756806","0,743003010749817"
2013,39,"0,888759136199951","0,753807008266449","0,76777982711792","0,721776783466339","0,799518704414368","0,766144096851349","0,77694308757782","0,786944448947906","0,733940541744232"
2013,40,"0,866646885871887","0,740170061588287","0,75106680393219","0,712263286113739","0,787138760089874","0,752849519252777","0,759142458438873","0,778517782688141","0,722499012947082"
2013,41,"0,86379998922348","0,738408625125885","0,770303070545196","0,725787580013275","0,810666859149933","0,761787891387939","0,755971491336822","0,802010476589203","0,73515784740448"
2013,42,"0,841854512691498","0,719278752803802","0,748310506343842","0,723087787628174","0,790474414825439","0,745833694934845","0,736866295337677","0,78069794178009","0,727992296218872"
2013,43,"0,844697535037994","0,753857910633087","0,754003643989563","0,719340264797211","0,804720342159271","0,762276411056519","0,761450111865997","0,807276546955109","0,724899172782898"
2013,44,"0,848296463489532","0,77365118265152","0,753040969371796","0,713139712810516","0,8088498711586","0,769640803337097","0,775800406932831","0,818776786327362","0,719400525093079"
2013,45,"0,837860226631164","0,770816802978516","0,733854055404663","0,697811722755432","0,792930066585541","0,759094893932342","0,769951045513153","0,807579696178436","0,703141570091248"
2013,46,"0,820347189903259","0,769793093204498","0,741247475147247","0,686047494411468","0,788086712360382","0,754466950893402","0,762031137943268","0,813198864459991","0,694145858287811"
2013,47,"0,791057050228119","0,755850434303284","0,727967083454132","0,673362016677856","0,769235372543335","0,738839507102966","0,742941617965698","0,799974679946899","0,681085467338562"
2013,48,"0,75941652059555","0,737490773200989","0,726015388965607","0,663193225860596","0,747192859649658","0,722358644008636","0,717828273773194","0,787041068077087","0,673095762729645"
2013,49,"0,726301431655884","0,721600532531738","0,719773292541504","0,651117920875549","0,725109696388245","0,705877125263214","0,694173574447632","0,774856626987457","0,662515997886658"
2013,50,"0,692641317844391","0,711591362953186","0,71886819601059","0,650392770767212","0,708523690700531","0,695991694927216","0,677439630031586","0,766279876232147","0,660654544830322"
2013,51,"0,671047151088715","0,712771594524384","0,701648712158203","0,639149844646454","0,691294074058533","0,687158823013306","0,671149849891663","0,758045434951782","0,647914826869965"
2013,52,"0,666402995586395","0,719926476478577","0,682914912700653","0,62673407793045","0,680048167705536","0,682639300823212","0,672401189804077","0,756191313266754","0,633411884307861"
